,ARM,HR1_10SCALE,HR2_1,HR2_2,HR2_3,HR2_4,HR2_5,HR3,HR4,HR5,HR6,HR7_1,HR7_2,HR7_3,HR7_4,HR8,HR11,HR12_1,HR12_2,HR12_3,HR12_4,HR12_5,HR13,HR14,COVID_HR1,COVID_HR2,COVID_HR3,STIMULUS2,STIMULUS3,STIMULUS4,STIMULUS5,STIMULUS6,POLICY1,POLICY2,POLICY3,POLICY4,PERSONAL2,PERSONAL3,PERSONAL4,WORRY_1,WORRY_2,WORRY_3,WORRY_4,WORRY_5,WORRY_6,WORRY_7,WORRY_8,MEDIA1,MEDIA2,MEDIA5,MEDIA6_1,MEDIA6_2,MEDIA6_3,MEDIA6_4,MEDIA6_5,MEDIA6_6,MEDIA6_7,MEDIA7,MEDIA9,MEDIA10,MEDIA11,MEDIA12,MEDIA13,MEDIA14,MEDIA15,MEDIA17,MH1,MH2,CHILDCARE1,CHILDCARE2,CHILDCARE3,ELDERLYCARE1,IDEOLOGY1,IDEOLOGY2,IDEOLOGY3,IDEOLOGY4,IDEOLOGY5,IDEOLOGY6,IDEOLOGY7,IDEOLOGY8,CULTURE1_1,CULTURE1_2,CULTURE1_3,CULTURE1_4,CULTURE1_5,CULTURE1_6,CULTURE2_1,CULTURE2_2,CULTURE2_3,CULTURE2_4,CULTURE2_5,CULTURE2_6,CULTURE2_7,RUMORS2,DEMOGRAPHIC2,DEMOGRAPHIC4,DEMOGRAPHIC5,DEMOGRAPHIC6,DEMOGRAPHIC7,DEMOGRAPHIC8,DEMOGRAPHIC9,DEMOGRAPHIC10,DEMOGRAPHIC11,DEMOGRAPHIC12,DEMOGRAPHIC13,age,STIMULUS1_WORK_FROM_HOME,STIMULUS1_LOST_JOB,STIMULUS1_FURLOUGHED,STIMULUS1_REDUCED_HOURS,STIMULUS1_PAY_CUT,STIMULUS1_WORK_MORE_HOUR,STIMULUS1_INCREASED_PAY,STIMULUS1_Nothing changed,POLICY5_EVERYONE_SD,POLICY5_AFFECTED_AREA_SD,POLICY5_VOLUNTARY_SD,POLICY5_OLD_PEOPLE_SD,POLICY5_CLOSE_SCHOOL,POLICY5_CLOSE_UNIVERSITY,POLICY5_CANCEL_LARGE_EVENT,POLICY5_OTHER,POLICY6_EVERYONE_SD,POLICY6_AFFECTED_AREA_SD,POLICY6_VOLUNTARY_SD,POLICY6_OLD_PEOPLE_SD,POLICY6_CLOSE_SCHOOL,POLICY6_CLOSE_UNIVERSITY,POLICY6_CANCEL_LARGE_EVENT,POLICY6_OTHER,PERSONAL1_WFH,PERSONAL1_STAY_HOME,PERSONAL1_DISTANCE_OLD_PEOPLE,PERSONAL1_DISTANCE_FAM_MEMBERS,PERSONAL1_KEEP_KIDS_HOME1,PERSONAL1_KEEP_KIDS_HOME2,PERSONAL5_WASH_HAND_OFTEN,PERSONAL5_USE_HAND_SANITIZER,PERSONAL5_TEST_COVID,PERSONAL5_CHANGE_TRAVEL,PERSONAL5_AVOID_CONTACT_OTHERS,PERSONAL5_AVOID_OLDER_ADULTS,PERSONAL5_AVOID_GATHERING,PERSONAL5_SOUGHT_INFO,PERSONAL5_SELF_QUARANTINED,PERSONAL6_SELF_COMPLICATION,PERSONAL6_SOMEONE_COMPLICATION,PERSONAL6_NO_FOOD,PERSONAL6_FEELING_ANXIOUS,PERSONAL6_LACK_CARE,PERSONAL6_LACK_ACCESS,PERSONAL6_KIDS_EDU,PERSONAL6_CANNOT_PAY_RENT,PERSONAL6_CANNOT_TAKE_CARE_OTHER,PERSONAL6_CANNOT_WORK,PERSONAL6_LONG_TERM_FINANCIAL,PERSONAL6_OTHER,PERSONAL7_REDUCED_INCOME,PERSONAL7_LOST_MY_JOB,PERSONAL7_LOSS_CHILDCARE,PERSONAL7_GETTING_FOOD,PERSONAL7_GETTING_SUPPLIES,PERSONAL7_GETTING_MEDICATIONS,PERSONAL7_TRANSPORTATION,PERSONAL7_ACCESS_HEALTHCARE,PERSONAL7_NONE,PERSONAL7_OTHER,MEDIA3_TV,MEDIA3_SOCIAL_MEDIA,MEDIA3_NEWSPAPER,MEDIA3_MAGAZINE,MEDIA3_BLOG,MEDIA3_GOV_WEBSITE,MEDIA3_HEALTH_WEBSITE,MEDIA3_FRIENDS_FAMILY,MEDIA3_HEALTH_PRACTITIONERS,MEDIA3_HEALTH_RESEARCHER,MEDIA3_SCIEN_ARTICLES,MEDIA3_OTHER,MEDIA4_TV,MEDIA4_SOCIAL_MEDIA,MEDIA4_NEWSPAPER,MEDIA4_MAGAZINE,MEDIA4_BLOG,MEDIA4_GOV_WEBSITE,MEDIA4_HEALTH_WEBSITE,MEDIA4_FRIENDS_FAMILY,MEDIA4_HEALTH_PRACTITIONERS,MEDIA4_HEALTH_RESEARCHER,MEDIA4_SCIEN_ARTICLES,MEDIA4_OTHER,MEDIA8_DIABETES,MEDIA8_HEART_DISEASE,MEDIA8_CANCER,MEDIA8_HIV,MEDIA8_ASTHMA,MEDIA8_LUNG_DISEASE,MEDIA8_OTHER,MEDIA8_NONE,MEDIA8_HYPERTENSION,MEDIA16_SOUP_KITCHEN,MEDIA16_SCHOOL,MEDIA16_FOOD_STAMPS,MEDIA16_COMMUNITY,MEDIA16_FOOD_ASSIS,MEDIA16_DONT_KNOW,RUMORS1_ACCIDENTLY_ESCAPED,RUMORS1_PURPOSEFULLY_LEAKED,RUMORS1_USARMY_BROUGHT,RUMORS1_BAT_TO_HUMANS,RUMORS1_BAT_ANIMAL_HUMANS,RUMORS1_WET_MARKET,RUMORS1_OTHER,DEMOGRAPHIC1_EMPLOYED,DEMOGRAPHIC1_UNEMPLOYED,DEMOGRAPHIC1_RETIRED,DEMOGRAPHIC1_STUDENTS,DEMOGRAPHIC1_OTHER
255,2,1,1,1,4,4,4,3,3,3,1,3,3,3,4,2,B,2,2,2,2,2,E,F,NA,NA,C,C,1,1,A,A,0,0,C,B,2,2,2,1,2,1,1,0,0,0,1,2,B,D,2,4,2,5,2,5,3,2,B,1,0,0,B,No,B,B,0,0,No,A,No,No,A,A,A,B,-1,3,D,D,2,2,4,4,2,3,2,4,4,3,3,4,2,F,No,AR,72687,Yes,No,L,4,Female,2,A,1,58,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0
256,1,2,3,4,3,4,3,4,3,4,3,3,2,1,3,2,A,0,2,0,0,1,C,F,Some,C,C,B,2,2,A,B,0,0,B,A,0,3,2,1,1,1,1,1,1,1,1,0,A,D,2,2,1,3,1,2,1,4,A,3,0,0,B,No,B,B,0,0,No,A,No,No,C,H,B,NA,0,2,A,A,5,3,3,3,3,2,3,3,3,3,3,5,5,B,No,NE,68107,Yes,No,B,4,Female,1,A,0,73,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
257,2,1,5,5,5,5,5,4,3,4,3,3,3,4,3,3,B,2,2,1,2,2,C,C,NA,D,A,A,2,3,A,C,1,2,B,B,2,3,4,3,2,2,3,2,3,1,3,2,C,C,4,5,5,4,0,5,4,4,A,4,4,2,B,Yes,A,B,0,0,Yes,A,No,No,A,A,A,B,1,4,C,D,4,5,3,5,4,3,5,4,5,5,4,3,4,B,Yes,NY,10001,Yes,Yes,A,4,Male,5,A,3,45,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0
258,1,6,1,4,3,2,2,4,2,3,3,0,2,4,2,2,A,1,2,1,2,1,A,B,Some,NA,A,B,2,3,A,B,1,2,B,A,3,2,3,1,2,3,1,3,2,2,1,1,A,A,2,2,2,1,3,1,2,2,A,4,2,2,B,Yes,A,A,0,2,Yes,A,Yes,Yes,A,D,A,A,1,2,A,C,3,5,4,3,3,3,3,3,5,4,3,5,4,B,Yes,FL,32811,Yes,Yes,A,3,Male,5,A,3,31,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
259,2,5,4,4,4,4,4,1,1,1,1,4,1,1,3,3,A,2,2,2,2,2,D,D,NA,C,A,B,1,1,D,E,2,2,B,A,1,0,3,3,3,3,3,3,3,3,3,2,A,E,1,1,1,1,1,1,1,4,B,4,4,0,B,No,B,A,2,3,No,A,No,No,A,A,A,B,-2,4,A,D,5,5,4,5,5,4,1,1,4,5,5,5,5,B,Yes,NC,27855,Yes,No,L,4,Female,0,H,0,41,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
260,1,10,3,3,5,5,3,4,3,3,2,1,1,1,1,1,C,1,1,1,1,1,E,A,Some,B,C,C,2,2,A,C,0,0,B,A,1,3,3,1,2,2,2,0,1,0,0,2,A,A,3,2,4,3,1,2,2,3,A,0,0,0,B,No,B,B,0,0,No,C,No,Yes,B,B,B,NA,2,3,C,C,4,2,5,5,1,1,4,1,1,1,1,1,5,B,No,VA,23322,Yes,No,A,4,Male,5,A,1,76,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0
261,2,1,4,4,4,4,4,3,3,3,3,2,2,2,3,2,A,2,2,2,2,2,E,B,Some,NA,A,C,2,2,A,B,1,2,B,B,2,2,4,3,3,3,2,3,2,2,3,1,A,C,4,4,4,4,4,3,3,3,B,4,0,0,B,No,B,B,2,2,Yes,B,No,No,B,B,B,NA,2,4,C,C,2,5,2,2,4,2,2,4,4,5,5,4,3,B,Yes,CA,90016,Yes,No,A,4,Male,5,A,3,29,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
262,0,8,5,3,3,3,2,4,3,3,2,2,3,3,2,2,B,2,1,2,2,2,C,B,All,C,B,A,3,2,A,B,0,1,B,A,2,3,2,2,2,2,2,2,2,2,2,2,C,D,2,3,3,3,3,3,3,3,B,3,1,1,A,No,B,B,0,0,Yes,A,No,No,A,A,A,B,0,2,D,D,3,3,3,3,3,3,3,5,3,5,5,5,5,F,Yes,CA,93901,Yes,No,A,4,Female,3,B,0,46,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
263,1,7,3,2,4,4,3,0,2,1,2,2,3,3,3,2,A,0,0,2,2,2,B,D,Some,C,A,C,2,2,D,B,0,1,C,B,1,4,4,3,3,3,1,1,2,1,2,3,C,D,5,4,0,5,0,2,1,3,B,0,3,1,C,No,B,A,1,1,No,A,No,No,B,B,D,A,0,0,F,E,3,2,4,4,4,2,4,4,4,4,3,3,4,F,No,SC,29501,Yes,No,A,4,Female,0,A,1,23,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
264,1,2,2,4,4,3,2,3,3,3,3,3,4,3,3,2,B,1,1,0,1,1,B,C,Some,B,B,B,1,0,C,B,0,1,B,B,1,1,2,1,1,1,1,1,1,1,1,1,C,D,4,3,3,3,4,4,4,3,B,3,2,1,B,No,B,A,1,1,No,B,No,No,B,B,D,C,0,2,C,C,2,3,2,2,2,3,3,3,4,4,3,3,2,B,Yes,AL,35984,Yes,No,A,3,Female,0,A,0,32,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
265,0,5,2,2,2,3,3,3,0,4,0,0,0,0,0,0,D,1,1,1,1,0,F,E,NA,NA,C,A,1,3,A,E,1,0,A,A,2,0,0,1,1,1,1,1,1,1,1,0,A,F,2,2,2,2,2,2,2,3,B,4,4,0,C,No,B,B,0,0,Yes,C,No,No,C,B,D,C,0,3,B,B,4,3,3,3,3,1,3,2,3,5,3,3,3,B,No,ID,83301,No,No,L,4,Female,0,A,0,37,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
266,0,3,5,5,5,5,5,4,4,4,4,4,4,4,4,3,B,2,2,2,2,2,E,A,All,NA,A,B,3,3,A,A,2,2,A,A,3,4,4,2,2,2,2,2,2,2,2,2,C,A,2,2,2,4,4,4,4,4,A,4,0,2,A,No,B,A,3,3,Yes,A,No,No,B,A,A,B,2,4,A,A,5,5,5,5,5,5,5,5,5,5,5,5,5,F,Yes,TX,77046,Yes,No,A,4,Female,1,C,0,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
267,0,3,4,2,4,1,4,3,2,3,1,3,1,4,1,0,B,2,1,0,1,2,E,A,Some,NA,B,B,0,2,B,B,0,1,C,A,2,3,2,1,2,1,2,1,2,3,1,1,B,B,2,1,2,2,1,2,2,2,A,0,2,2,B,Yes,A,A,1,1,No,A,Yes,No,B,E,A,B,0,3,D,E,4,4,5,4,4,4,5,3,3,4,5,4,3,C,No,FL,33619,No,No,B,2,Male,3,G,2,35,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
268,1,6,3,3,3,3,4,3,3,4,2,2,2,4,4,2,C,0,0,0,0,0,F,D,All,B,A,C,1,2,D,D,2,1,A,B,2,3,2,3,3,3,2,0,0,0,1,2,B,B,5,5,5,0,4,3,3,3,C,0,0,0,B,No,B,B,2,2,No,C,Yes,No,C,H,D,B,1,2,C,E,3,3,3,3,2,4,3,3,3,3,3,5,5,A,No,NC,27288,No,No,A,2,Male,2,A,0,34,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
269,1,1,2,1,2,4,4,4,3,4,1,4,4,4,4,3,B,2,2,2,1,1,F,G,Some,C,A,A,1,1,D,B,0,0,C,B,3,1,4,1,1,1,1,1,1,1,1,1,C,F,3,2,1,3,1,1,1,2,A,1,2,0,B,No,B,B,0,0,No,C,No,No,B,C,B,NA,1,3,C,C,5,1,5,5,1,1,4,2,1,1,1,5,5,A,No,VA,23663,Yes,No,A,4,Male,1,C,2,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0
270,0,2,1,1,1,1,3,1,2,3,2,2,1,2,4,0,B,1,1,1,1,1,D,B,Some,C,B,A,0,1,B,B,1,1,C,B,2,1,3,3,2,3,3,2,2,2,2,2,B,B,1,2,2,2,1,1,2,3,B,2,3,1,B,No,B,A,2,2,No,B,Yes,No,B,B,C,B,-1,2,D,C,5,5,4,4,5,4,4,2,4,1,4,5,4,C,No,VA,24641,Yes,No,B,1,Male,0,A,0,69,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
271,2,8,5,5,5,5,5,3,3,3,3,3,3,3,3,2,A,2,2,2,2,2,B,A,All,NA,A,A,2,2,A,B,1,1,B,A,1,3,3,2,2,2,2,2,2,2,2,1,B,A,3,3,2,3,3,2,3,3,A,3,0,1,B,Yes,A,A,1,1,Yes,B,Yes,No,C,A,A,A,0,3,C,D,3,3,3,3,3,3,3,3,3,3,3,3,3,F,Yes,CA,90001,Yes,Yes,B,3,Female,7,A,2,33,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
272,1,1,3,3,3,3,3,0,2,0,2,0,0,0,0,0,B,0,0,0,0,0,E,D,NA,C,C,C,0,0,A,C,1,0,B,A,0,0,0,1,1,1,1,1,1,1,1,0,D,E,0,0,0,0,0,0,0,3,C,0,4,0,C,No,B,B,2,1,No,C,No,No,B,H,B,NA,0,0,A,A,3,3,3,3,3,3,3,3,3,3,3,3,3,D,No,GA,30813,Yes,No,A,0,Female,0,A,1,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
273,0,8,4,4,5,5,4,3,2,1,3,1,1,4,2,2,C,2,2,2,1,0,A,E,Some,NA,A,B,1,2,A,B,1,2,C,B,2,1,4,3,3,3,2,2,2,3,2,3,B,B,5,4,3,2,2,2,2,3,A,1,3,0,B,No,B,B,1,1,No,A,No,Yes,B,B,A,A,1,3,C,C,2,4,3,2,4,4,3,4,4,4,2,4,4,E,No,NY,11418,No,No,A,4,Male,2,C,1,37,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0
274,2,5,4,3,3,4,4,2,2,2,2,2,3,3,3,2,B,2,2,2,2,2,C,E,Some,C,A,A,1,2,A,B,1,0,B,B,2,2,4,1,1,2,2,3,2,2,2,2,A,A,1,5,3,5,4,3,4,3,A,3,3,0,B,No,B,A,1,1,No,C,No,No,C,B,A,B,2,3,A,E,3,2,4,3,4,3,4,3,3,4,4,2,2,A,No,TN,38118,Yes,No,L,4,Female,3,C,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
275,2,1,4,3,4,4,4,3,3,2,2,2,0,0,0,3,B,2,0,0,2,2,E,F,NA,C,A,C,2,2,A,B,1,0,B,A,1,0,3,2,1,1,3,1,2,1,2,1,C,D,1,3,2,4,3,2,2,2,A,0,0,0,B,No,B,B,0,0,No,A,No,Yes,A,A,A,B,1,4,D,D,3,4,3,4,3,3,3,4,4,4,4,5,1,D,No,OH,44035,Yes,No,A,4,Female,1,A,1,59,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
276,1,2,4,4,5,4,4,3,3,3,3,3,3,3,3,2,A,2,2,0,2,2,B,A,Some,C,A,B,3,2,D,C,2,2,C,A,2,3,3,3,2,2,2,3,2,2,2,2,A,C,4,4,5,5,4,5,4,3,B,3,3,1,A,Yes,A,A,1,2,Yes,A,No,No,A,A,A,B,1,4,D,D,4,4,5,4,4,4,4,4,5,5,4,4,4,B,No,TX,75001,Yes,No,B,3,Male,4,A,3,40,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
277,0,10,4,3,5,5,0,4,3,3,0,1,1,1,1,1,A,1,1,1,1,1,E,F,Some,C,B,C,0,2,A,C,0,1,B,A,3,0,0,2,2,2,2,2,2,0,2,1,B,A,3,3,3,3,1,3,3,2,A,0,0,0,B,No,B,B,0,0,No,C,No,Yes,C,B,B,NA,1,2,C,C,3,3,3,3,3,3,3,1,2,3,3,3,3,D,No,OR,97034,Yes,No,A,2,Female,4,A,0,71,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
278,0,1,5,5,5,5,5,4,4,4,4,4,4,4,4,3,A,2,2,2,2,2,A,A,NA,NA,A,B,3,3,A,A,0,2,A,A,3,4,3,3,2,1,0,1,3,3,2,3,A,A,1,2,3,4,5,0,5,4,A,4,4,2,A,Yes,A,A,0,0,Yes,A,Yes,Yes,A,A,A,A,2,4,A,A,5,4,4,4,5,4,5,4,5,4,5,4,5,A,Yes,AL,32935,Yes,Yes,A,4,Male,4,A,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
